# CVS $Revision: $ $Author: $ -- Wed Mar 20 16:10:53 2013 -- reformated by prettylst.pl v1.39 (build 15052)
SOURCELONG:classless	SOURCESHORT:cles
#Original Entry: Andrew Maitland

# CVS $Revision: $ $Author: $ -- Mon Aug 25 14:14:53 2008 -- reformated by prettylst.pl v1.38 (build 7302)
### MAIN SRD SPELLS - REVISED TO MY STANDARDS
###Block: AB
SOURCELONG:Is This It	SOURCESHORT:Is This It	SOURCEDATE:2007-03
Rope Trick.MOD			CLASSES:Sorcery,Wizardry=2									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Rusting Grasp.MOD			CLASSES:Wicca ~ Advanced=4									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]

###Block: S

# Spell Name				Classes of caster								Multiple Requirements
Sanctuary.MOD				CLASSES:Canonry=1								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Scare.MOD					CLASSES:Sorcery,Wizardry=2						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Scintillating Pattern.MOD		CLASSES:Sorcery,Wizardry=8						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Scorching Ray.MOD				CLASSES:Sorcery,Wizardry=2						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Screen.MOD					CLASSES:Sorcery,Wizardry=8						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Scrying.MOD					CLASSES:Sorcery,Wicca ~ Advanced,Wizardry=4|Canonry=5		PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry,Advanced Wicca]
Scrying (Greater).MOD			CLASSES:Canonry,Sorcery,Wicca ~ Advanced,Wizardry=7		PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry,Advanced Wicca]
Sculpt Sound.MOD				CLASSES:Sorcery,Wizardry=3						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Searing Light.MOD				CLASSES:Canonry=3								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Secret Page.MOD				CLASSES:Sorcery,Wizardry=3						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
See Invisibility.MOD			CLASSES:Sorcery,Wizardry=3						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Seeming.MOD					CLASSES:Sorcery,Wizardry=5						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Sending.MOD					CLASSES:Canonry=4|Sorcery,Wizardry=5				PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Sepia Snake Sigil.MOD			CLASSES:Sorcery,Wizardry=3						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Sequester.MOD				CLASSES:Sorcery,Wizardry=7						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Shades.MOD					CLASSES:Sorcery,Wizardry=9						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Shadow Conjuration.MOD			CLASSES:Sorcery,Wizardry=4						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Shadow Conjuration (Greater).MOD	CLASSES:Sorcery,Wizardry=7						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Shadow Evocation.MOD			CLASSES:Sorcery,Wizardry=5						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Shadow Evocation (Greater).MOD	CLASSES:Sorcery,Wizardry=8						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Shadow Walk.MOD				CLASSES:Sorcery,Wizardry=6						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Shambler.MOD				CLASSES:Wicca ~ Advanced=9						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Shapechange.MOD				CLASSES:Sorcery,Wicca ~ Advanced,Wizardry=9			PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Shatter.MOD					CLASSES:Canonry,Sorcerer,Sorcery,Wizardry=2			PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Shield.MOD					CLASSES:Sorcery,Wizardry=1						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Shield of Faith.MOD			CLASSES:Canonry=1								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Shield of Law.MOD				CLASSES:Canonry=8								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Shield Other.MOD				CLASSES:Canonry,Canonry ~ Basics=2					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Canonry]
Shillelagh.MOD				CLASSES:Wicca ~ Advanced=1						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Shocking Grasp.MOD			CLASSES:Sorcery,Wizardry=1						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Shout.MOD					CLASSES:Sorcery,Wizardry=4						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Shout (Greater).MOD			CLASSES:Sorcery,Wizardry=8						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Shrink Item.MOD				CLASSES:Sorcery,Wizardry=3						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Silence.MOD					CLASSES:Canonry,Wizardry=2						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Silent Image.MOD				CLASSES:Sorcery,Wizardry=1						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Simulacrum.MOD				CLASSES:Sorcery,Wizardry=7						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Slay Living.MOD				CLASSES:Canonry=5								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Sleep.MOD					CLASSES:Sorcery,Wizardry=1						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Sleet Storm.MOD				CLASSES:Sorcery,Wicca ~ Advanced,Wizardry=3			PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]
Slow.MOD					CLASSES:Sorcery,Wizardry=3						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Snare.MOD					CLASSES:Wicca=2|Wicca ~ Advanced=3					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wicca]
Soften Earth and Stone.MOD		CLASSES:Wicca ~ Advanced=2						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Solid Fog.MOD				CLASSES:Sorcery,Wizardry=4						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Song of Discord.MOD			CLASSES:Sorcery,Wizardry=5						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Soul Bind.MOD				CLASSES:Canonry,Sorcery,Wizardry=9					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Sound Burst.MOD				CLASSES:Canonry,Wizardry=2						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Speak with Animals.MOD			CLASSES:Wicca,Wicca ~ Advanced=1|Sorcery,Wizardry=3		PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Basic Wicca]
Speak with Dead.MOD			CLASSES:Canonry=3								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Speak with Plants.MOD			CLASSES:Wicca=2|Wicca ~ Advanced=3|Sorcery,Wizardry=4		PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Basic Wicca]
Spectral Hand.MOD				CLASSES:Sorcery,Wizardry=2						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Spell Immunity.MOD			CLASSES:Canonry=4								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Spell Immunity (Greater).MOD		CLASSES:Canonry=8								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Spell Resistance.MOD			CLASSES:Canonry=5								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Spell Turning.MOD				CLASSES:Sorcery,Wizardry=7						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Spellstaff.MOD				CLASSES:Wicca ~ Advanced=6						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Spider Climb.MOD				CLASSES:Sorcery,Wicca ~ Advanced,Wizardry=2			PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]
Spike Growth.MOD				CLASSES:Wicca=2|Wicca ~ Advanced=3					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wicca]
Spike Stones.MOD				CLASSES:Wicca ~ Advanced=4						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Spiritual Weapon.MOD			CLASSES:Canonry=2								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Statue.MOD					CLASSES:Sorcery,Wizardry=7						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Status.MOD					CLASSES:Canonry=2								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Stinking Cloud.MOD			CLASSES:Sorcery,Wizardry=3						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Stone Shape.MOD				CLASSES:Canonry,Wicca ~ Advanced=3|Sorcery,Wizardry=4		PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry,Advanced Wicca]
Stone Tell.MOD				CLASSES:Wicca ~ Advanced=6						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Stone to Flesh.MOD			CLASSES:Sorcery,Wizardry=6						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Stoneskin.MOD				CLASSES:Sorcerer,Sorcery,Wizardry=4|Wicca ~ Advanced=5	PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]
Storm of Vengeance.MOD			CLASSES:Canonry,Wicca ~ Advanced=9					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry,Advanced Wicca]
Suggestion.MOD				CLASSES:Sorcery,Wizardry=3						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Suggestion (Mass).MOD			CLASSES:Sorcery,Wizardry=6						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Summon Instrument.MOD			CLASSES:Sorcery,Wizardry=0						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Summon Monster I.MOD			CLASSES:Canonry,Sorcerer,Sorcery,Wizardry=1			PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Summon Monster II.MOD			CLASSES:Canonry,Sorcerer,Sorcery,Wizardry=2			PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Summon Monster III.MOD			CLASSES:Canonry,Sorcerer,Sorcery,Wizardry=3			PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Summon Monster IV.MOD			CLASSES:Canonry,Sorcerer,Sorcery,Wizardry=4			PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Summon Monster V.MOD			CLASSES:Canonry,Sorcery,Wizardry=5					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Summon Monster VI.MOD			CLASSES:Canonry,Sorcery,Wizardry=6					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Summon Monster VII.MOD			CLASSES:Canonry,Sorcery,Wizardry=7					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Summon Monster VIII.MOD			CLASSES:Canonry,Sorcery,Wizardry=8					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Summon Monster IX.MOD			CLASSES:Canonry,Sorcery,Wizardry=9					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Summon Nature's Ally I.MOD		CLASSES:Wicca,Wicca ~ Advanced=1					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wicca]
Summon Nature's Ally II.MOD		CLASSES:Wicca,Wicca ~ Advanced=2					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wicca]
Summon Nature's Ally III.MOD		CLASSES:Wicca,Wicca ~ Advanced=3					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wicca]
Summon Nature's Ally IV.MOD		CLASSES:Wicca,Wicca ~ Advanced=4					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wicca]
Summon Nature's Ally V.MOD		CLASSES:Wicca ~ Advanced=5						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Summon Nature's Ally VI.MOD		CLASSES:Wicca ~ Advanced=6						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Summon Nature's Ally VII.MOD		CLASSES:Wicca ~ Advanced=7						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Summon Nature's Ally VIII.MOD		CLASSES:Wicca ~ Advanced=8						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Summon Nature's Ally IX.MOD		CLASSES:Wicca ~ Advanced=9						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Summon Swarm.MOD				CLASSES:Sorcery,Wicca ~ Advanced,Wizardry=2			PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Wicca]
Sunbeam.MOD					CLASSES:Wicca ~ Advanced=7						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Sunburst.MOD				CLASSES:Sorcery,Wicca ~ Advanced,Wizardry=8			PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]
Symbol of Death.MOD			CLASSES:Canonry,Sorcery,Wizardry=8					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Symbol of Fear.MOD			CLASSES:Canonry,Sorcery,Wizardry=6					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Symbol of Insanity.MOD			CLASSES:Canonry,Sorcery,Wizardry=8					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Symbol of Pain.MOD			CLASSES:Canonry,Sorcery,Wizardry=5					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Symbol of Persuasion.MOD		CLASSES:Canonry,Sorcery,Wizardry=6					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Symbol of Sleep.MOD			CLASSES:Canonry,Sorcery,Wizardry=5					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Symbol of Stunning.MOD			CLASSES:Canonry,Sorcery,Wizardry=7					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Symbol of Weakness.MOD			CLASSES:Canonry,Sorcery,Wizardry=7					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Sympathetic Vibration.MOD		CLASSES:Sorcery,Wizardry=6						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Sympathy.MOD				CLASSES:Sorcery,Wizardry=8|Wicca ~ Advanced=9			PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]

###Block: TU

# Spell Name			Classes of caster								Multiple Requirements
Tasha's Hideous Laughter.MOD	CLASSES:Sorcery,Wizardry=2						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Telekinesis.MOD			CLASSES:Sorcery,Wizardry=5						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Teleport.MOD			CLASSES:Sorcery,Wizardry=5						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Teleport (Greater).MOD		CLASSES:Sorcery,Wizardry=7						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Teleport Object.MOD		CLASSES:Sorcery,Wizardry=7						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Teleportation Circle.MOD	CLASSES:Sorcery,Wizardry=9						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Temporal Stasis.MOD		CLASSES:Sorcery,Wizardry=8						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Tenser's Floating Disk.MOD	CLASSES:Sorcery,Wizardry=1						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Tenser's Transformation.MOD	CLASSES:Sorcery,Wizardry=6						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Time Stop.MOD			CLASSES:Sorcery,Wizardry=9						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Tongues.MOD				CLASSES:Sorcery,Wizardry=3|Canonry=4				PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Touch of Fatigue.MOD		CLASSES:Sorcery,Wizardry=0						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Touch of Idiocy.MOD		CLASSES:Sorcery,Wizardry=2						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Transmute Metal to Wood.MOD	CLASSES:Wicca ~ Advanced=7						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Transmute Mud to Rock.MOD	CLASSES:Sorcery,Wicca ~ Advanced,Wizardry=5			PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]
Transmute Rock to Mud.MOD	CLASSES:Sorcery,Wicca ~ Advanced,Wizardry=5			PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]
Transport via Plants.MOD	CLASSES:Wicca ~ Advanced=6						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Trap the Soul.MOD			CLASSES:Sorcery,Wizardry=8						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Tree Shape.MOD			CLASSES:Wicca ~ Advanced=2|Wicca=3					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca,Basic Wicca]
Tree Stride.MOD			CLASSES:Wicca=4|Wicca ~ Advanced=5					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wicca]
True Resurrection.MOD		CLASSES:Canonry=9								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
True Seeing.MOD			CLASSES:Canonry=5|Sorcery,Wizardry=6|Wicca ~ Advanced=7	PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry,Advanced Wicca]
True Strike.MOD			CLASSES:Sorcery,Wizardry=1						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Undeath to Death.MOD		CLASSES:Canonry,Sorcery,Wizardry=6					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry,Basic Canonry]
Undetectable Alignment.MOD	CLASSES:Sorcery,Wizardry=1|Canonry,Canonry ~ Basics=2		PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Unhallow.MOD			CLASSES:Canonry,Wicca ~ Advanced=5					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca,Advanced Canonry]
Unholy Aura.MOD			CLASSES:Canonry=8								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Unseen Servant.MOD		CLASSES:Sorcery,Wizardry=1						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]

###Block:VWZ

# Spell Name		Classes of caster								Multiple Requirements
Vampiric Touch.MOD	CLASSES:Sorcery,Wizardry=3						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Veil.MOD			CLASSES:Sorcery,Wizardry=6						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Ventriloquism.MOD		CLASSES:Sorcery,Wizardry=1						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Virtue.MOD			CLASSES:Canonry,Wicca ~ Advanced=0|Canonry ~ Basics=1		PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Canonry,Advanced Wicca]
Vision.MOD			CLASSES:Sorcery,Wizardry=7						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Wail of the Banshee.MOD	CLASSES:Sorcery,Wizardry=9						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Wall of Fire.MOD		CLASSES:Sorcery,Wizardry=4|Wicca ~ Advanced=5			PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]
Wall of Force.MOD		CLASSES:Sorcery,Wizardry=5						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Wall of Ice.MOD		CLASSES:Sorcery,Wizardry=4						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Wall of Iron.MOD		CLASSES:Sorcery,Wizardry=6						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Wall of Stone.MOD		CLASSES:Canonry,Sorcery,Wizardry=5|Wicca ~ Advanced=6		PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry,Advanced Wicca]
Wall of Thorns.MOD	CLASSES:Wicca ~ Advanced=5						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Warp Wood.MOD		CLASSES:Wicca ~ Advanced=2						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Water Breathing.MOD	CLASSES:Canonry,Sorcery,Wicca ~ Advanced,Wizardry=3		PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry,Advanced Wicca]
Water Walk.MOD		CLASSES:Canonry,Wicca=3							PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wicca,Advanced Canonry]
Waves of Exhaustion.MOD	CLASSES:Sorcery,Wizardry=7						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Waves of Fatigue.MOD	CLASSES:Sorcery,Wizardry=5						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Web.MOD			CLASSES:Sorcery,Wizardry=2						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Weird.MOD			CLASSES:Sorcery,Wizardry=9						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Whirlwind.MOD		CLASSES:Wicca ~ Advanced=8						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
