# CVS $Revision: $ $Author: $ -- Wed May 13 15:00:48 2009 -- reformated by prettylst.pl v1.38 (build 7302)
SOURCELONG:classless	SOURCESHORT:cles
#Original Entry: Andrew Maitland

# CVS $Revision: $ $Author: $ -- Mon Aug 25 14:14:53 2008 -- reformated by prettylst.pl v1.38 (build 7302)
### MAIN SRD SPELLS - REVISED TO MY STANDARDS
###Block: AB
SOURCELONG:Is This It	SOURCESHORT:Is This It	SOURCEDATE:2007-03
Reduce Person.MOD			CLASSES:Wizardry,Sorcery=1											PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Reduce Person (Mass).MOD	CLASSES:Wizardry,Sorcery=4											PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Refuge.MOD				CLASSES:Canonry=7|Wizardry,Sorcery=9										PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Regenerate.MOD			CLASSES:Canonry=7|Wicca ~ Advanced=9								PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry,Advanced Wicca]
Reincarnate.MOD			CLASSES:Wicca ~ Advanced=4										PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]
Remove Blindness/Deafness.MOD	CLASSES:Canonry,Canonry ~ Basics=3									PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Canonry]
Remove Curse.MOD			CLASSES:Wizardry,Canonry,Canonry ~ Basics=3|Wizardry,Sorcery=4					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Remove Disease.MOD		CLASSES:Canonry,Wicca ~ Advanced,Wicca=3								PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry,Basic Wicca]
Remove Fear.MOD			CLASSES:Wizardry,Canonry=1										PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Remove Paralysis.MOD		CLASSES:Canonry,Canonry ~ Basics=2									PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Canonry]
Repel Metal or Stone.MOD	CLASSES:Wicca ~ Advanced=8										PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]
Repel Vermin.MOD			CLASSES:Wicca=3|Wizardry,Canonry,Wicca ~ Advanced=4						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry,Basic Wicca]
Repel Wood.MOD			CLASSES:Wicca ~ Advanced=6										PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]
Repulsion.MOD			CLASSES:Wizardry,Sorcery=6|Canonry=7										PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry,Basic Wicca]
Resist Energy.MOD			CLASSES:Wicca=1|Canonry,Wicca ~ Advanced,Canonry ~ Basics=2|Wizardry,Sorcery=2			PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca,Basic Canonry]
Resistance.MOD			CLASSES:Wizardry,Canonry,Wicca ~ Advanced=0|Wizardry,Sorcery=0|Canonry ~ Basics=1		PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Wicca,Basic Canonry]
Restoration.MOD			CLASSES:Canonry,Canonry ~ Basics=4									PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Canonry]
Restoration (Greater).MOD	CLASSES:Canonry=7												PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry]
Restoration (Lesser).MOD	CLASSES:Canonry ~ Basics=1|Canonry,Wicca ~ Advanced=2						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca,Basic Canonry]
Resurrection.MOD			CLASSES:Canonry=7												PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry]
Reverse Gravity.MOD		CLASSES:Wicca ~ Advanced=8|Wizardry,Sorcery=7								PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]
Righteous Might.MOD		CLASSES:Canonry=5												PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry]
Rope Trick.MOD			CLASSES:Wizardry,Sorcery=2											PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Rusting Grasp.MOD			CLASSES:Wicca ~ Advanced=4										PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]

###Block: S

# Spell Name				Classes of caster								Multiple Requirements
Sanctuary.MOD				CLASSES:Canonry=1								PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry]
Scare.MOD					CLASSES:Wizardry,Sorcery=2|Wizardry,Sorcery=2						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Scintillating Pattern.MOD		CLASSES:Wizardry,Sorcery=8							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Scorching Ray.MOD				CLASSES:Wizardry,Sorcery=2							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Screen.MOD					CLASSES:Wizardry,Sorcery=8							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Scrying.MOD					CLASSES:Wizardry,Sorcery=3|Canonry=5|Wicca ~ Advanced=4|Wizardry,Sorcery=4	PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry,Advanced Wicca]
Scrying (Greater).MOD			CLASSES:Wizardry,Sorcery=6|Canonry,Wicca ~ Advanced=7|Wizardry,Sorcery=7	PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry,Advanced Wicca]
Sculpt Sound.MOD				CLASSES:Wizardry,Sorcery=3							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Searing Light.MOD				CLASSES:Canonry=3								PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry]
Secret Page.MOD				CLASSES:Wizardry,Sorcery=3|Wizardry,Sorcery=3						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
See Invisibility.MOD			CLASSES:Wizardry,Sorcery=2|Wizardry,Sorcery=3						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Seeming.MOD					CLASSES:Wizardry,Sorcery=5|Wizardry,Sorcery=5						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Sending.MOD					CLASSES:Canonry=4|Wizardry,Sorcery=5						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Sepia Snake Sigil.MOD			CLASSES:Wizardry,Sorcery=3|Wizardry,Sorcery=3						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Sequester.MOD				CLASSES:Wizardry,Sorcery=7							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Shades.MOD					CLASSES:Wizardry,Sorcery=9							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Shadow Conjuration.MOD			CLASSES:Wizardry,Sorcery=4|Wizardry,Sorcery=4						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Shadow Conjuration (Greater).MOD	CLASSES:Wizardry,Sorcery=7							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Shadow Evocation.MOD			CLASSES:Wizardry,Sorcery=5|Wizardry,Sorcery=5						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Shadow Evocation (Greater).MOD	CLASSES:Wizardry,Sorcery=8							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Shadow Walk.MOD				CLASSES:Wizardry,Sorcery=5|Wizardry,Sorcery=6						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Shambler.MOD				CLASSES:Wicca ~ Advanced=9						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]
Shapechange.MOD				CLASSES:Wicca ~ Advanced=9|Wizardry,Sorcery=9				PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Shatter.MOD					CLASSES:Wizardry,Canonry,Sorcerer,Wizardry,Sorcery=2			PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Shield.MOD					CLASSES:Wizardry,Sorcery=1							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Shield of Faith.MOD			CLASSES:Canonry=1								PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry]
Shield of Law.MOD				CLASSES:Canonry=8								PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry]
Shield Other.MOD				CLASSES:Canonry,Canonry ~ Basics=2					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Canonry]
Shillelagh.MOD				CLASSES:Wicca ~ Advanced=1						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]
Shocking Grasp.MOD			CLASSES:Wizardry,Sorcery=1							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Shout.MOD					CLASSES:Wizardry,Sorcery=4|Wizardry,Sorcery=4						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Shout (Greater).MOD			CLASSES:Wizardry,Sorcery=6|Wizardry,Sorcery=8						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Shrink Item.MOD				CLASSES:Wizardry,Sorcery=3							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Silence.MOD					CLASSES:Wizardry,Canonry=2						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Silent Image.MOD				CLASSES:Wizardry,Sorcery=1|Wizardry,Sorcery=1						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Simulacrum.MOD				CLASSES:Wizardry,Sorcery=7							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Slay Living.MOD				CLASSES:Canonry=5								PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry]
Sleep.MOD					CLASSES:Wizardry,Sorcery=1|Wizardry,Sorcery=1						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Sleet Storm.MOD				CLASSES:Wicca ~ Advanced=3|Wizardry,Sorcery=3				PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]
Slow.MOD					CLASSES:Wizardry,Sorcery=3|Wizardry,Sorcery=3						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Snare.MOD					CLASSES:Wicca=2|Wicca ~ Advanced=3					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wicca]
Soften Earth and Stone.MOD		CLASSES:Wicca ~ Advanced=2						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]
Solid Fog.MOD				CLASSES:Wizardry,Sorcery=4							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Song of Discord.MOD			CLASSES:Wizardry,Sorcery=5							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Soul Bind.MOD				CLASSES:Canonry=9|Wizardry,Sorcery=9						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry]
Sound Burst.MOD				CLASSES:Wizardry,Canonry=2						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Speak with Animals.MOD			CLASSES:Wicca ~ Advanced,Wicca=1|Wizardry,Sorcery=3			PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Basic Wicca]
Speak with Dead.MOD			CLASSES:Canonry=3								PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry]
Speak with Plants.MOD			CLASSES:Wicca=2|Wicca ~ Advanced=3|Wizardry,Sorcery=4			PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Basic Wicca]
Spectral Hand.MOD				CLASSES:Wizardry,Sorcery=2							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Spell Immunity.MOD			CLASSES:Canonry=4								PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry]
Spell Immunity (Greater).MOD		CLASSES:Canonry=8								PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry]
Spell Resistance.MOD			CLASSES:Canonry=5								PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry]
Spell Turning.MOD				CLASSES:Wizardry,Sorcery=7							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Spellstaff.MOD				CLASSES:Wicca ~ Advanced=6						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]
Spider Climb.MOD				CLASSES:Wicca ~ Advanced=2|Wizardry,Sorcery=2				PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]
Spike Growth.MOD				CLASSES:Wicca=2|Wicca ~ Advanced=3					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wicca]
Spike Stones.MOD				CLASSES:Wicca ~ Advanced=4						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]
Spiritual Weapon.MOD			CLASSES:Canonry=2								PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry]
Statue.MOD					CLASSES:Wizardry,Sorcery=7							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Status.MOD					CLASSES:Canonry=2								PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry]
Stinking Cloud.MOD			CLASSES:Wizardry,Sorcery=3							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Stone Shape.MOD				CLASSES:Canonry,Wicca ~ Advanced=3|Wizardry,Sorcery=4			PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry,Advanced Wicca]
Stone Tell.MOD				CLASSES:Wicca ~ Advanced=6						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]
Stone to Flesh.MOD			CLASSES:Wizardry,Sorcery=6							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Stoneskin.MOD				CLASSES:Wicca ~ Advanced=5|Sorcerer,Wizardry,Sorcery=4			PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]
Storm of Vengeance.MOD			CLASSES:Wicca ~ Advanced,Canonry=9					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Canonry,Advanced Wicca]
Suggestion.MOD				CLASSES:Wizardry,Sorcery=2|Wizardry,Sorcery=3						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Suggestion (Mass).MOD			CLASSES:Wizardry,Sorcery=5|Wizardry,Sorcery=6						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Summon Instrument.MOD			CLASSES:Wizardry,Sorcery=0							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Summon Monster I.MOD			CLASSES:Wizardry,Canonry,Sorcerer,Wizardry,Sorcery=1			PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Summon Monster II.MOD			CLASSES:Wizardry,Canonry,Sorcerer,Wizardry,Sorcery=2			PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Summon Monster III.MOD			CLASSES:Wizardry,Canonry,Sorcerer,Wizardry,Sorcery=3			PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Summon Monster IV.MOD			CLASSES:Wizardry,Canonry,Sorcerer,Wizardry,Sorcery=4			PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Summon Monster V.MOD			CLASSES:Wizardry,Canonry=5|Wizardry,Sorcery=5				PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Summon Monster VI.MOD			CLASSES:Wizardry,Canonry=6|Wizardry,Sorcery=6				PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Summon Monster VII.MOD			CLASSES:Canonry=7|Wizardry,Sorcery=7						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Summon Monster VIII.MOD			CLASSES:Canonry=8|Wizardry,Sorcery=8						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Summon Monster IX.MOD			CLASSES:Canonry=9|Wizardry,Sorcery=9						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Summon Nature's Ally I.MOD		CLASSES:Wicca ~ Advanced,Wicca=1					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wicca]
Summon Nature's Ally II.MOD		CLASSES:Wicca ~ Advanced,Wicca=2					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wicca]
Summon Nature's Ally III.MOD		CLASSES:Wicca ~ Advanced,Wicca=3					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wicca]
Summon Nature's Ally IV.MOD		CLASSES:Wicca ~ Advanced,Wicca=4					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wicca]
Summon Nature's Ally V.MOD		CLASSES:Wicca ~ Advanced=5						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]
Summon Nature's Ally VI.MOD		CLASSES:Wicca ~ Advanced=6						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]
Summon Nature's Ally VII.MOD		CLASSES:Wicca ~ Advanced=7						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]
Summon Nature's Ally VIII.MOD		CLASSES:Wicca ~ Advanced=8						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]
Summon Nature's Ally IX.MOD		CLASSES:Wicca ~ Advanced=9						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]
Summon Swarm.MOD				CLASSES:Wizardry,Wicca ~ Advanced=2|Wizardry,Sorcery=2			PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Wicca]
Sunbeam.MOD					CLASSES:Wicca ~ Advanced=7						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]
Sunburst.MOD				CLASSES:Wicca ~ Advanced=8|Wizardry,Sorcery=8				PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]
Symbol of Death.MOD			CLASSES:Canonry=8|Wizardry,Sorcery=8						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Symbol of Fear.MOD			CLASSES:Canonry=6|Wizardry,Sorcery=6						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Symbol of Insanity.MOD			CLASSES:Canonry=8|Wizardry,Sorcery=8						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Symbol of Pain.MOD			CLASSES:Canonry=5|Wizardry,Sorcery=5						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Symbol of Persuasion.MOD		CLASSES:Canonry=6|Wizardry,Sorcery=6						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Symbol of Sleep.MOD			CLASSES:Canonry=5|Wizardry,Sorcery=5						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Symbol of Stunning.MOD			CLASSES:Canonry=7|Wizardry,Sorcery=7						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Symbol of Weakness.MOD			CLASSES:Canonry=7|Wizardry,Sorcery=7						PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Sympathetic Vibration.MOD		CLASSES:Wizardry,Sorcery=6							PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Sympathy.MOD				CLASSES:Wicca ~ Advanced=9|Wizardry,Sorcery=8				PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]

###Block: TU

# Spell Name			Classes of caster						Multiple Requirements													Description						Source Page
Tasha's Hideous Laughter.MOD	CLASSES:Wizardry,Sorcery=1|Wizardry,Sorcery=2				PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Telekinesis.MOD			CLASSES:Wizardry,Sorcery=5					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Teleport.MOD			CLASSES:Wizardry,Sorcery=5					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Teleport (Greater).MOD		CLASSES:Wizardry,Sorcery=7					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Teleport Object.MOD		CLASSES:Wizardry,Sorcery=7					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Teleportation Circle.MOD	CLASSES:Wizardry,Sorcery=9					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Temporal Stasis.MOD		CLASSES:Wizardry,Sorcery=8					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Tenser's Floating Disk.MOD	CLASSES:Wizardry,Sorcery=1					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Tenser's Transformation.MOD	CLASSES:Wizardry,Sorcery=6					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Time Stop.MOD			CLASSES:Wizardry,Sorcery=9					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Tongues.MOD				CLASSES:Wizardry,Sorcery=2|Wizardry,Sorcery=3|Canonry=4		PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Touch of Fatigue.MOD		CLASSES:Wizardry,Sorcery=0					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Touch of Idiocy.MOD		CLASSES:Wizardry,Sorcery=2					PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Transmute Metal to Wood.MOD	CLASSES:Wicca ~ Advanced=7				PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wicca]
Transmute Mud to Rock.MOD	CLASSES:Wicca ~ Advanced=5|Wizardry,Sorcery=5		PREMULT:1,[!PRECLASS:1,Classless,Point Buy],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]
